city,neighborhood,occasion,rank,name,primaryType,rating,reviewCount,priceLevel,distanceKm,videoCount,score,socialBuzz,quality,proximity,occasionFit,recency
Bangalore,Rajajinagar,date_night,16,Hotel Maurya,hotel,4,5630,,2.58,0,19.2,0,60,48.3,0,0
Bangalore,Rajajinagar,date_night,17,National Gallery of Modern Art (Bengaluru),art_museum,4.3,1839,,3.55,0,18.2,0,69.4,29.1,0,0
Bangalore,Rajajinagar,date_night,18,Eden Park Restaurant,restaurant,4,8557,PRICE_LEVEL_MODERATE,4.76,0,17.2,0,60,4.9,30,0
Bangalore,Rajajinagar,date_night,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.70,0,16.7,0,63.9,26,0,0
Bangalore,Rajajinagar,date_night,20,Jayamahal Palace Hotel,hotel,4.2,8296,,4.65,0,14.6,0,67.5,7,0,0
Bangalore,Rajajinagar,family,1,Hotel Sagar,fast_food_restaurant,4.2,23381,PRICE_LEVEL_MODERATE,0.59,5,88.8,100,67.8,88.2,100,70
Bangalore,Rajajinagar,family,2,The Rameshwaram Cafe,south_indian_restaurant,4.1,15997,PRICE_LEVEL_MODERATE,1.88,5,84.1,100,63.9,62.4,100,70
Bangalore,Rajajinagar,family,3,Hallimane Restaurant,south_indian_restaurant,4,25642,PRICE_LEVEL_MODERATE,1.83,5,83.5,100,60,63.4,100,70
Bangalore,Rajajinagar,family,4,Central Tiffin Room,south_indian_restaurant,4.3,37014,PRICE_LEVEL_MODERATE,1.71,5,83.2,100,71.8,65.9,100,40
Bangalore,Rajajinagar,family,5,Hotel Navayuga,south_indian_restaurant,4.2,6834,PRICE_LEVEL_MODERATE,2.77,5,79.2,100,67.5,44.6,100,40
Bangalore,Rajajinagar,family,6,Veena Stores,breakfast_restaurant,4.3,20942,PRICE_LEVEL_INEXPENSIVE,2.18,5,71.3,100,71.7,56.4,30,40
Bangalore,Rajajinagar,family,7,Brahmins' Coffee Bar,south_indian_restaurant,4.5,23114,PRICE_LEVEL_MODERATE,4.42,3,63.7,60,79.6,11.6,100,70
Bangalore,Rajajinagar,family,8,Empire Restaurant Majestic,north_indian_restaurant,4.5,27428,PRICE_LEVEL_MODERATE,2.50,2,58.4,40,79.6,50,100,40
Bangalore,Rajajinagar,family,9,HOTEL ADITYA,restaurant,4.4,7458,PRICE_LEVEL_MODERATE,1.89,1,43.8,20,75,62.1,30,70
Bangalore,Rajajinagar,family,10,Victory Cinema,movie_theater,4.6,6267,,2.90,0,22.8,0,82.2,42.1,0,0
Bangalore,Rajajinagar,family,11,Truffles - Sanjaynagar,restaurant,4.4,21382,PRICE_LEVEL_MODERATE,4.52,0,21.1,0,75.6,9.7,30,0
Bangalore,Rajajinagar,family,12,High Ultra Lounge,lounge_bar,4.1,7761,PRICE_LEVEL_VERY_EXPENSIVE,2.31,0,20.8,0,63.8,53.8,0,0
Bangalore,Rajajinagar,family,13,RG Royal Hotel,hotel,4.3,9621,,2.89,0,20.6,0,71.4,42.1,0,0
Bangalore,Rajajinagar,family,14,"Fortune Park JP Celestial, Bengaluru - Member ITC hotels' group",hotel,4,6065,,2.52,0,19.4,0,60,49.5,0,0
Bangalore,Rajajinagar,family,15,Hotel Maurya,hotel,4,5630,,2.58,0,19.2,0,60,48.3,0,0
Bangalore,Rajajinagar,family,16,National Gallery of Modern Art (Bengaluru),art_museum,4.3,1839,,3.55,0,18.2,0,69.4,29.1,0,0
Bangalore,Rajajinagar,family,17,Byg Brewski Brewing Company - Yeshwanthpur,brewpub,4.3,4080,PRICE_LEVEL_EXPENSIVE,3.72,0,18,0,70.7,25.6,0,0
Bangalore,Rajajinagar,family,18,Eden Park Restaurant,restaurant,4,8557,PRICE_LEVEL_MODERATE,4.76,0,17.2,0,60,4.9,30,0
Bangalore,Rajajinagar,family,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.70,0,16.7,0,63.9,26,0,0
Bangalore,Rajajinagar,family,20,Jayamahal Palace Hotel,hotel,4.2,8296,,4.65,0,14.6,0,67.5,7,0,0
Bangalore,Rajajinagar,friends,1,Hotel Sagar,fast_food_restaurant,4.2,23381,PRICE_LEVEL_MODERATE,0.59,5,78.3,100,67.8,88.2,30,70
Bangalore,Rajajinagar,friends,2,The Rameshwaram Cafe,south_indian_restaurant,4.1,15997,PRICE_LEVEL_MODERATE,1.88,5,73.6,100,63.9,62.4,30,70
Bangalore,Rajajinagar,friends,3,Hallimane Restaurant,south_indian_restaurant,4,25642,PRICE_LEVEL_MODERATE,1.83,5,73,100,60,63.4,30,70
Bangalore,Rajajinagar,friends,4,Central Tiffin Room,south_indian_restaurant,4.3,37014,PRICE_LEVEL_MODERATE,1.71,5,72.7,100,71.8,65.9,30,40
Bangalore,Rajajinagar,friends,5,Hotel Navayuga,south_indian_restaurant,4.2,6834,PRICE_LEVEL_MODERATE,2.77,5,68.7,100,67.5,44.6,30,40
Bangalore,Rajajinagar,friends,6,Veena Stores,breakfast_restaurant,4.3,20942,PRICE_LEVEL_INEXPENSIVE,2.18,5,66.8,100,71.7,56.4,0,40
Bangalore,Rajajinagar,friends,7,Empire Restaurant Majestic,north_indian_restaurant,4.5,27428,PRICE_LEVEL_MODERATE,2.50,2,47.9,40,79.6,50,30,40
Bangalore,Rajajinagar,friends,8,HOTEL ADITYA,restaurant,4.4,7458,PRICE_LEVEL_MODERATE,1.89,1,43.8,20,75,62.1,30,70
Bangalore,Rajajinagar,friends,9,Byg Brewski Brewing Company - Yeshwanthpur,brewpub,4.3,4080,PRICE_LEVEL_EXPENSIVE,3.72,1,34.5,20,70.7,25.6,30,40
Bangalore,Rajajinagar,friends,10,Victory Cinema,movie_theater,4.6,6267,,2.90,0,22.8,0,82.2,42.1,0,0
Bangalore,Rajajinagar,friends,11,Brahmins' Coffee Bar,south_indian_restaurant,4.5,23114,PRICE_LEVEL_MODERATE,4.42,0,22.2,0,79.6,11.6,30,0
Bangalore,Rajajinagar,friends,12,Truffles - Sanjaynagar,restaurant,4.4,21382,PRICE_LEVEL_MODERATE,4.52,0,21.1,0,75.6,9.7,30,0
Bangalore,Rajajinagar,friends,13,High Ultra Lounge,lounge_bar,4.1,7761,PRICE_LEVEL_VERY_EXPENSIVE,2.31,0,20.8,0,63.8,53.8,0,0
Bangalore,Rajajinagar,friends,14,RG Royal Hotel,hotel,4.3,9621,,2.89,0,20.6,0,71.4,42.1,0,0
Bangalore,Rajajinagar,friends,15,"Fortune Park JP Celestial, Bengaluru - Member ITC hotels' group",hotel,4,6065,,2.52,0,19.4,0,60,49.5,0,0
Bangalore,Rajajinagar,friends,16,Hotel Maurya,hotel,4,5630,,2.58,0,19.2,0,60,48.3,0,0
Bangalore,Rajajinagar,friends,17,National Gallery of Modern Art (Bengaluru),art_museum,4.3,1839,,3.55,0,18.2,0,69.4,29.1,0,0
Bangalore,Rajajinagar,friends,18,Eden Park Restaurant,restaurant,4,8557,PRICE_LEVEL_MODERATE,4.76,0,17.2,0,60,4.9,30,0
Bangalore,Rajajinagar,friends,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.70,0,16.7,0,63.9,26,0,0
Bangalore,Rajajinagar,friends,20,Jayamahal Palace Hotel,hotel,4.2,8296,,4.65,0,14.6,0,67.5,7,0,0
Bangalore,Banashankari,date_night,1,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,3.32,5,77,100,87.2,33.6,70,40
Bangalore,Banashankari,date_night,2,Neemsi Restaurant | JP Nagar,vegetarian_restaurant,4.8,13114,,3.76,5,68.9,100,90.8,24.7,0,70
Bangalore,Banashankari,date_night,3,Vidyarthi Bhavan,south_indian_restaurant,4.2,57365,PRICE_LEVEL_MODERATE,2.95,5,68.2,100,67.9,40.9,30,40
Bangalore,Banashankari,date_night,4,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,3.36,5,67.8,100,71.8,32.8,30,40
Bangalore,Banashankari,date_night,5,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,2.34,5,66.9,100,52.2,53.3,30,40
Bangalore,Banashankari,date_night,6,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,3.70,4,63.4,80,79.7,26.1,30,70
Bangalore,Banashankari,date_night,7,Brahmins' Coffee Bar,south_indian_restaurant,4.5,23114,PRICE_LEVEL_MODERATE,3.63,3,55.5,60,79.6,27.4,30,70
Bangalore,Banashankari,date_night,8,Empire Restaurant Jayanagar,restaurant,4.3,38350,PRICE_LEVEL_MODERATE,3.16,2,44.4,40,71.8,36.8,30,40
Bangalore,Banashankari,date_night,9,Shokudo - Jayanagar,restaurant,4.6,5849,,3.49,2,43.9,40,82.1,30.1,0,70
Bangalore,Banashankari,date_night,10,Bob's Bar - JP Nagar,pub,4.2,4922,PRICE_LEVEL_MODERATE,3.79,0,21.6,0,67.3,24.2,30,0
Bangalore,Banashankari,date_night,11,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,4.83,0,19.4,0,71.8,3.4,30,0
Bangalore,Banashankari,date_night,12,Bengaluru Cafe,south_indian_restaurant,4.4,14574,PRICE_LEVEL_INEXPENSIVE,3.65,0,19.2,0,75.5,27,0,0
Bangalore,Banashankari,date_night,13,The Palms Brew and Kitchen,brewery,4.7,5845,,4.38,0,19,0,85.8,12.4,0,0
Bangalore,Banashankari,date_night,14,Indian Biere House,brewpub,4.7,6463,,4.42,0,18.9,0,86,11.6,0,0
Bangalore,Banashankari,date_night,15,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,4.31,0,18.8,0,83.7,13.9,0,0
Bangalore,Banashankari,date_night,16,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,4.50,0,18.8,0,63.9,10.1,30,0
Bangalore,Banashankari,date_night,17,Uncle Egg Rice Corner,fast_food_restaurant,3.5,4226,,1.78,0,18.1,0,42.1,64.3,0,0
Bangalore,Banashankari,date_night,18,V. V. Puram Food Street (Thindi Beedi),food_court,4.2,22865,,3.90,0,16.9,0,67.8,22,0,0
Bangalore,Banashankari,date_night,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.71,0,16.7,0,63.9,25.8,0,0
Bangalore,Banashankari,date_night,20,Gopalan Arcade Mall,shopping_mall,4,45202,,4.07,0,14.8,0,60,18.5,0,0
Bangalore,Banashankari,family,1,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,4.31,5,80.8,100,83.7,13.9,100,70
Bangalore,Banashankari,family,2,Vidyarthi Bhavan,south_indian_restaurant,4.2,57365,PRICE_LEVEL_MODERATE,2.95,5,78.7,100,67.9,40.9,100,40
Bangalore,Banashankari,family,3,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,3.36,5,78.3,100,71.8,32.8,100,40
Bangalore,Banashankari,family,4,Bengaluru Cafe,south_indian_restaurant,4.4,14574,PRICE_LEVEL_INEXPENSIVE,3.65,5,78.2,100,75.5,27,100,40
Bangalore,Banashankari,family,5,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,2.34,5,77.4,100,52.2,53.3,100,40
Bangalore,Banashankari,family,6,Neemsi Restaurant | JP Nagar,vegetarian_restaurant,4.8,13114,,3.76,5,68.9,100,90.8,24.7,0,70
Bangalore,Banashankari,family,7,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,3.32,5,66.5,100,87.2,33.6,0,40
Bangalore,Banashankari,family,8,Brahmins' Coffee Bar,south_indian_restaurant,4.5,23114,PRICE_LEVEL_MODERATE,3.63,3,66,60,79.6,27.4,100,70
Bangalore,Banashankari,family,9,Uncle Egg Rice Corner,fast_food_restaurant,3.5,4226,,1.78,2,51.6,40,42.1,64.3,70,70
Bangalore,Banashankari,family,10,Empire Restaurant Jayanagar,restaurant,4.3,38350,PRICE_LEVEL_MODERATE,3.16,2,44.4,40,71.8,36.8,30,40
Bangalore,Banashankari,family,11,Bob's Bar - JP Nagar,pub,4.2,4922,PRICE_LEVEL_MODERATE,3.79,0,21.6,0,67.3,24.2,30,0
Bangalore,Banashankari,family,12,Shokudo - Jayanagar,restaurant,4.6,5849,,3.49,0,20.9,0,82.1,30.1,0,0
Bangalore,Banashankari,family,13,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,3.70,0,19.9,0,79.7,26.1,0,0
Bangalore,Banashankari,family,14,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,4.83,0,19.4,0,71.8,3.4,30,0
Bangalore,Banashankari,family,15,The Palms Brew and Kitchen,brewery,4.7,5845,,4.38,0,19,0,85.8,12.4,0,0
Bangalore,Banashankari,family,16,Indian Biere House,brewpub,4.7,6463,,4.42,0,18.9,0,86,11.6,0,0
Bangalore,Banashankari,family,17,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,4.50,0,18.8,0,63.9,10.1,30,0
Bangalore,Banashankari,family,18,V. V. Puram Food Street (Thindi Beedi),food_court,4.2,22865,,3.90,0,16.9,0,67.8,22,0,0
Bangalore,Banashankari,family,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.71,0,16.7,0,63.9,25.8,0,0
Bangalore,Banashankari,family,20,Gopalan Arcade Mall,shopping_mall,4,45202,,4.07,0,14.8,0,60,18.5,0,0
Bangalore,Banashankari,friends,1,Neemsi Restaurant | JP Nagar,vegetarian_restaurant,4.8,13114,,3.76,5,68.9,100,90.8,24.7,0,70
Bangalore,Banashankari,friends,2,Vidyarthi Bhavan,south_indian_restaurant,4.2,57365,PRICE_LEVEL_MODERATE,2.95,5,68.2,100,67.9,40.9,30,40
Bangalore,Banashankari,friends,3,Meghana Foods,south_indian_restaurant,4.3,35105,PRICE_LEVEL_MODERATE,3.36,5,67.8,100,71.8,32.8,30,40
Bangalore,Banashankari,friends,4,Shivaji Military Hotel,indian_restaurant,3.8,24478,PRICE_LEVEL_MODERATE,2.34,5,66.9,100,52.2,53.3,30,40
Bangalore,Banashankari,friends,5,PHURR | Jayanagar,fine_dining_restaurant,4.7,16734,,3.32,5,66.5,100,87.2,33.6,0,40
Bangalore,Banashankari,friends,6,The Pump House,brewpub,4.5,29904,PRICE_LEVEL_EXPENSIVE,3.70,4,63.4,80,79.7,26.1,30,70
Bangalore,Banashankari,friends,7,The Palms Brew and Kitchen,brewery,4.7,5845,,4.38,3,60.5,60,85.8,12.4,70,70
Bangalore,Banashankari,friends,8,Brahmins' Coffee Bar,south_indian_restaurant,4.5,23114,PRICE_LEVEL_MODERATE,3.63,3,55.5,60,79.6,27.4,30,70
Bangalore,Banashankari,friends,9,Empire Restaurant Jayanagar,restaurant,4.3,38350,PRICE_LEVEL_MODERATE,3.16,2,44.4,40,71.8,36.8,30,40
Bangalore,Banashankari,friends,10,Bob's Bar - JP Nagar,pub,4.2,4922,PRICE_LEVEL_MODERATE,3.79,0,32.1,0,67.3,24.2,100,0
Bangalore,Banashankari,friends,11,Shokudo - Jayanagar,restaurant,4.6,5849,,3.49,0,20.9,0,82.1,30.1,0,0
Bangalore,Banashankari,friends,12,MTR,vegetarian_restaurant,4.3,39150,PRICE_LEVEL_MODERATE,4.83,0,19.4,0,71.8,3.4,30,0
Bangalore,Banashankari,friends,13,Bengaluru Cafe,south_indian_restaurant,4.4,14574,PRICE_LEVEL_INEXPENSIVE,3.65,0,19.2,0,75.5,27,0,0
Bangalore,Banashankari,friends,14,Indian Biere House,brewpub,4.7,6463,,4.42,0,18.9,0,86,11.6,0,0
Bangalore,Banashankari,friends,15,Taaza Thindi,south_indian_restaurant,4.6,36778,PRICE_LEVEL_INEXPENSIVE,4.31,0,18.8,0,83.7,13.9,0,0
Bangalore,Banashankari,friends,16,The Rameshwaram Cafe @ JP Nagar,restaurant,4.1,22850,PRICE_LEVEL_MODERATE,4.50,0,18.8,0,63.9,10.1,30,0
Bangalore,Banashankari,friends,17,Uncle Egg Rice Corner,fast_food_restaurant,3.5,4226,,1.78,0,18.1,0,42.1,64.3,0,0
Bangalore,Banashankari,friends,18,V. V. Puram Food Street (Thindi Beedi),food_court,4.2,22865,,3.90,0,16.9,0,67.8,22,0,0
Bangalore,Banashankari,friends,19,Gopalan Mall Sirsi Circle,shopping_mall,4.1,18153,,3.71,0,16.7,0,63.9,25.8,0,0
Bangalore,Banashankari,friends,20,Gopalan Arcade Mall,shopping_mall,4,45202,,4.07,0,14.8,0,60,18.5,0,0
Bangalore,Hebbal,date_night,1,Empire Restaurant,north_indian_restaurant,4.2,29687,PRICE_LEVEL_MODERATE,2.18,5,73.5,100,67.9,56.4,30,70
Bangalore,Hebbal,date_night,2,ICB INDIAN CRAFT BREWERY,brewpub,4.8,6900,,2.17,5,70.5,100,89.8,56.6,0,40
Bangalore,Hebbal,date_night,3,Chulha Chauki da Dhaba | Kalyan Nagar,north_indian_restaurant,4.4,12765,PRICE_LEVEL_MODERATE,3.93,5,66.8,100,75.4,21.4,30,40
Bangalore,Hebbal,date_night,4,Milano Ice Cream,dessert_shop,4.5,7812,PRICE_LEVEL_MODERATE,2.53,4,66.7,80,78.8,49.4,30,70
Bangalore,Hebbal,date_night,5,Madurai Pandi Mess - MPM®,south_indian_restaurant,4.6,8446,PRICE_LEVEL_MODERATE,4.47,4,61.6,80,82.7,10.5,30,70
Bangalore,Hebbal,date_night,6,Candles Brewhouse,brewery,4.5,4534,,2.21,1,36,20,78,55.9,0,40
Bangalore,Hebbal,date_night,7,Peepai Brewery & Kitchen,brewpub,4.5,4703,PRICE_LEVEL_EXPENSIVE,2.25,0,28.4,0,78.1,55,30,0
Bangalore,Hebbal,date_night,8,Truffles - Sanjaynagar,restaurant,4.4,21382,PRICE_LEVEL_MODERATE,2.72,0,26.5,0,75.6,45.6,30,0
Bangalore,Hebbal,date_night,9,Swathi Gardenia,south_indian_restaurant,3.9,20813,PRICE_LEVEL_MODERATE,2.62,0,22.9,0,56.1,47.6,30,0
Bangalore,Hebbal,date_night,10,Patels Inn Club & Resort,association_or_organization,4,9449,,1.62,0,22.2,0,60,67.7,0,0
Bangalore,Hebbal,date_night,11,Nahdi Mandi Restaurant,middle_eastern_restaurant,4.6,4027,PRICE_LEVEL_MODERATE,4.69,0,21.7,0,81.3,6.1,30,0
Bangalore,Hebbal,date_night,12,Al Zara Mandi Arabian Restaurant,restaurant,4.2,8067,PRICE_LEVEL_MODERATE,4.31,0,20.1,0,67.5,13.7,30,0
Bangalore,Hebbal,date_night,13,ROX,restaurant,4.3,415,,3.00,0,19.1,0,65.4,40,0,0
Bangalore,Hebbal,date_night,14,BAMBOO RESTAURANT,indian_restaurant,4.2,8579,PRICE_LEVEL_MODERATE,4.82,0,18.6,0,67.6,3.6,30,0
Bangalore,Hebbal,date_night,15,Silaa The Garden Cafe Malleshwara,cafe,4.7,3998,,4.48,0,18.5,0,84.9,10.3,0,0
Bangalore,Hebbal,date_night,16,The Brown Table,bistro,4.3,849,,3.41,0,18.3,0,67.6,31.7,0,0
Bangalore,Hebbal,date_night,17,Empire Restaurant | Kammanahalli,north_indian_restaurant,4.1,32769,PRICE_LEVEL_MODERATE,4.80,0,17.9,0,63.9,4.1,30,0
Bangalore,Hebbal,date_night,18,Veena Stores,breakfast_restaurant,4.3,20942,PRICE_LEVEL_INEXPENSIVE,4.50,0,15.9,0,71.7,10.1,0,0
Bangalore,Hebbal,date_night,19,Jayamahal Palace Hotel,hotel,4.2,8296,,4.29,0,15.6,0,67.5,14.1,0,0
Bangalore,Hebbal,date_night,20,Bengaluru Cafe,south_indian_restaurant,4.2,2356,,4.29,0,15.5,0,66.6,14.3,0,0
Bangalore,Hebbal,family,1,Empire Restaurant,north_indian_restaurant,4.2,29687,PRICE_LEVEL_MODERATE,2.18,5,84,100,67.9,56.4,100,70
Bangalore,Hebbal,family,2,Chulha Chauki da Dhaba | Kalyan Nagar,north_indian_restaurant,4.4,12765,PRICE_LEVEL_MODERATE,3.93,5,77.3,100,75.4,21.4,100,40
Bangalore,Hebbal,family,3,BAMBOO RESTAURANT,indian_restaurant,4.2,8579,PRICE_LEVEL_MODERATE,4.82,5,76.1,100,67.6,3.6,100,70
Bangalore,Hebbal,family,4,Empire Restaurant | Kammanahalli,north_indian_restaurant,4.1,32769,PRICE_LEVEL_MODERATE,4.80,5,72.4,100,63.9,4.1,100,40
Bangalore,Hebbal,family,5,Madurai Pandi Mess - MPM®,south_indian_restaurant,4.6,8446,PRICE_LEVEL_MODERATE,4.47,4,72.1,80,82.7,10.5,100,70
Bangalore,Hebbal,family,6,ICB INDIAN CRAFT BREWERY,brewpub,4.8,6900,,2.17,5,70.5,100,89.8,56.6,0,40
Bangalore,Hebbal,family,7,Milano Ice Cream,dessert_shop,4.5,7812,PRICE_LEVEL_MODERATE,2.53,4,66.7,80,78.8,49.4,30,70
Bangalore,Hebbal,family,8,Swathi Gardenia,south_indian_restaurant,3.9,20813,PRICE_LEVEL_MODERATE,2.62,0,33.4,0,56.1,47.6,100,0
Bangalore,Hebbal,family,9,Silaa The Garden Cafe Malleshwara,cafe,4.7,3998,,4.48,0,29,0,84.9,10.3,70,0
Bangalore,Hebbal,family,10,Truffles - Sanjaynagar,restaurant,4.4,21382,PRICE_LEVEL_MODERATE,2.72,0,26.5,0,75.6,45.6,30,0
Bangalore,Hebbal,family,11,Bengaluru Cafe,south_indian_restaurant,4.2,2356,,4.29,0,26,0,66.6,14.3,70,0
Bangalore,Hebbal,family,12,Candles Brewhouse,brewery,4.5,4534,,2.21,0,24,0,78,55.9,0,0
Bangalore,Hebbal,family,13,Peepai Brewery & Kitchen,brewpub,4.5,4703,PRICE_LEVEL_EXPENSIVE,2.25,0,23.9,0,78.1,55,0,0
Bangalore,Hebbal,family,14,Patels Inn Club & Resort,association_or_organization,4,9449,,1.62,0,22.2,0,60,67.7,0,0
Bangalore,Hebbal,family,15,Nahdi Mandi Restaurant,middle_eastern_restaurant,4.6,4027,PRICE_LEVEL_MODERATE,4.69,0,21.7,0,81.3,6.1,30,0
Bangalore,Hebbal,family,16,Veena Stores,breakfast_restaurant,4.3,20942,PRICE_LEVEL_INEXPENSIVE,4.50,0,20.4,0,71.7,10.1,30,0
Bangalore,Hebbal,family,17,Al Zara Mandi Arabian Restaurant,restaurant,4.2,8067,PRICE_LEVEL_MODERATE,4.31,0,20.1,0,67.5,13.7,30,0
Bangalore,Hebbal,family,18,ROX,restaurant,4.3,415,,3.00,0,19.1,0,65.4,40,0,0
Bangalore,Hebbal,family,19,The Brown Table,bistro,4.3,849,,3.41,0,18.3,0,67.6,31.7,0,0
Bangalore,Hebbal,family,20,Jayamahal Palace Hotel,hotel,4.2,8296,,4.29,0,15.6,0,67.5,14.1,0,0
Bangalore,Hebbal,friends,1,Empire Restaurant,north_indian_restaurant,4.2,29687,PRICE_LEVEL_MODERATE,2.18,5,73.5,100,67.9,56.4,30,70
Bangalore,Hebbal,friends,2,ICB INDIAN CRAFT BREWERY,brewpub,4.8,6900,,2.17,5,70.5,100,89.8,56.6,0,40
Bangalore,Hebbal,friends,3,Chulha Chauki da Dhaba | Kalyan Nagar,north_indian_restaurant,4.4,12765,PRICE_LEVEL_MODERATE,3.93,5,66.8,100,75.4,21.4,30,40
Bangalore,Hebbal,friends,4,Milano Ice Cream,dessert_shop,4.5,7812,PRICE_LEVEL_MODERATE,2.53,4,66.7,80,78.8,49.4,30,70
Bangalore,Hebbal,friends,5,Madurai Pandi Mess - MPM®,south_indian_restaurant,4.6,8446,PRICE_LEVEL_MODERATE,4.47,4,61.6,80,82.7,10.5,30,70
Bangalore,Hebbal,friends,6,Candles Brewhouse,brewery,4.5,4534,,2.21,1,46.5,20,78,55.9,70,40
Bangalore,Hebbal,friends,7,Peepai Brewery & Kitchen,brewpub,4.5,4703,PRICE_LEVEL_EXPENSIVE,2.25,0,28.4,0,78.1,55,30,0
Bangalore,Hebbal,friends,8,Truffles - Sanjaynagar,restaurant,4.4,21382,PRICE_LEVEL_MODERATE,2.72,0,26.5,0,75.6,45.6,30,0
Bangalore,Hebbal,friends,9,Swathi Gardenia,south_indian_restaurant,3.9,20813,PRICE_LEVEL_MODERATE,2.62,0,22.9,0,56.1,47.6,30,0
Bangalore,Hebbal,friends,10,Patels Inn Club & Resort,association_or_organization,4,9449,,1.62,0,22.2,0,60,67.7,0,0
Bangalore,Hebbal,friends,11,Nahdi Mandi Restaurant,middle_eastern_restaurant,4.6,4027,PRICE_LEVEL_MODERATE,4.69,0,21.7,0,81.3,6.1,30,0
Bangalore,Hebbal,friends,12,Al Zara Mandi Arabian Restaurant,restaurant,4.2,8067,PRICE_LEVEL_MODERATE,4.31,0,20.1,0,67.5,13.7,30,0
Bangalore,Hebbal,friends,13,ROX,restaurant,4.3,415,,3.00,0,19.1,0,65.4,40,0,0
Bangalore,Hebbal,friends,14,BAMBOO RESTAURANT,indian_restaurant,4.2,8579,PRICE_LEVEL_MODERATE,4.82,0,18.6,0,67.6,3.6,30,0
Bangalore,Hebbal,friends,15,Silaa The Garden Cafe Malleshwara,cafe,4.7,3998,,4.48,0,18.5,0,84.9,10.3,0,0
Bangalore,Hebbal,friends,16,The Brown Table,bistro,4.3,849,,3.41,0,18.3,0,67.6,31.7,0,0
Bangalore,Hebbal,friends,17,Empire Restaurant | Kammanahalli,north_indian_restaurant,4.1,32769,PRICE_LEVEL_MODERATE,4.80,0,17.9,0,63.9,4.1,30,0
Bangalore,Hebbal,friends,18,Veena Stores,breakfast_restaurant,4.3,20942,PRICE_LEVEL_INEXPENSIVE,4.50,0,15.9,0,71.7,10.1,0,0
Bangalore,Hebbal,friends,19,Jayamahal Palace Hotel,hotel,4.2,8296,,4.29,0,15.6,0,67.5,14.1,0,0
Bangalore,Hebbal,friends,20,Bengaluru Cafe,south_indian_restaurant,4.2,2356,,4.29,0,15.5,0,66.6,14.3,0,0
Bangalore,Frazer Town,date_night,1,Bastian Garden City,seafood_restaurant,3.8,1877,PRICE_LEVEL_VERY_EXPENSIVE,3.77,5,73.4,100,53.7,24.6,100,40
Bangalore,Frazer Town,date_night,2,PARAGON RESTAURANT,south_indian_restaurant,4.4,6187,PRICE_LEVEL_EXPENSIVE,3.12,5,72.1,100,74.8,37.6,30,70
Bangalore,Frazer Town,date_night,3,Toit,brewpub,4.5,61415,PRICE_LEVEL_EXPENSIVE,3.70,5,71.4,100,79.8,26,30,70
Bangalore,Frazer Town,date_night,4,Pizza 4P's Indiranagar,italian_restaurant,4.8,10655,PRICE_LEVEL_EXPENSIVE,4.16,5,69.2,100,90.6,16.9,30,40
Bangalore,Frazer Town,date_night,5,Meghana Foods,south_indian_restaurant,4.3,22104,PRICE_LEVEL_MODERATE,3.14,5,68.4,100,71.7,37.2,30,40
Bangalore,Frazer Town,date_night,6,Nagarjuna Restaurant - Residency Road,south_indian_restaurant,4.2,22224,PRICE_LEVEL_MODERATE,3.11,5,67.7,100,67.8,37.8,30,40
Bangalore,Frazer Town,date_night,7,Nahdi Mandi Restaurant,middle_eastern_restaurant,4.6,4027,PRICE_LEVEL_MODERATE,2.67,4,63.8,80,81.3,46.6,30,40
Bangalore,Frazer Town,date_night,8,Al Amanah cafe and Restaurant,middle_eastern_restaurant,4.2,24171,PRICE_LEVEL_MODERATE,3.19,4,62.5,80,67.8,36.2,30,70
Bangalore,Frazer Town,date_night,9,Amintiri - Cafe | Patisserie | Gifting,cafe,4.4,6745,PRICE_LEVEL_EXPENSIVE,3.23,3,55.8,60,74.9,35.4,30,70
Bangalore,Frazer Town,date_night,10,Truffles - Indiranagar,american_restaurant,4.5,20598,PRICE_LEVEL_MODERATE,3.61,2,50.6,40,79.5,27.9,30,100
